Sentences,Predicted Tags,Annotated by: Annotator 1,Annotated by: Annotator 2,Annotated by: Annotator 3
Official use ke liye 10 sal ka time Diya gaya tha lekin use bar bar extend kar diya jata hai,Official use ke liye 10 saal ka time diya gaya tha lekin use bar bar extend kar diya jata hai,Official use ke liye 10 saal ka time diya gaya tha lekin use bar bar extend kar diya jata hai.,Official use ke liye 10 saal ka time diya gaya tha lekin use bar bar extend kar diya jaata hai.,Official use ke liye 10 saal ka time diya gaya tha lekin use bar bar extend kar diya jata hai.
Toast ki koi recipe btaiye bhaiya meethi meethi kha k bor ho gyi hu.... Kuch namkin nhi bn skta kya toast ka,"Toast ki koi recipe bataiye bhaiya, meethi kha ke bored ho gayi hoon... Kya toast ka kuch namkeen nahi ban sakta?","Toast ki koi recipe bataiye bhaiya, meethi kha ke bored ho gayi hoon kya toast ka kuch namkeen nahi ban sakta?","Toast ki koi recipe bataiye bhaiya, meethi meethi khakar bor ho gayi hu. Kuch namkin nahi ban sakta kya toast ka.",Toast ki koi recipe bataiye bhaiya meethi kha ke bored ho gayi hoon kya toast ka kuch namkeen nahi ban sakta?
"ye sab planning hai,,, apmc ko bsnl wala haal karne ka,,,na ghar ka n ghaat ka,,","ye sab planning hai, apmc ko BSNL wala kaam karne ka, na ghar ka na ghaat ka.","Yeh sab planning hai, apmc ko BSNL wala kaam karne ka, na ghar ka na ghaat ka.","Ye sab planning hai. APMC ko BSNL wala haal karne ka, na ghar ka na ghaat ka.",ye sab planning hai apmc ko BSNL wala kaam karne ka na ghar ka na ghaat ka.
"Aise nahi chalega... Modi ji aapko koi rule banana chahiye, hamare Rules mein kahi saare Loops hai, unko thik kare waise toh Abki baar 400 paar,","Aise nahi chalega. Modi ji aapko koi rule banane chahiye, hamare rules mein kahin saare loops hain, unko theek kare waise toh Abki baar 400 paar.","Aise nahi chalega, Modi ji aapko koi rule banana chahiye, hamare rules mein kahi saare Loops hai, unko thik karein waise toh abki baar 400 paar.","Aise nahi chalega. Modi ji, aapko koi rule banana chahiye, hamare rules mein kahi saare loops hai, unko thik kare, waise toh abki baar 400 paar.","Aise nahi chalega Modi ji aapko koi rule banane chahiye, hamare rules mein kahi saare loops hai unko thik kare waise toh abki baar 400 paar."
Batatane wale vahi par batate Hain manjil Hajaar vaar jaha se gujar Gaya hu me...,Bataane wale vahi par batate hain manzil hazaar baar jahan se guzar gaya hoon main...,Bataane wale wahi par batate hain manzil hazaar baar jahan se guzar gaya hoon main.,Batane wale wahi par batate hain. Manzil hazar vaar jaha se guzar gaya hu main.,Bataane wale vahi par batate hain manzil hazaar baar jahan se guzar gaya hoon main.
I feel it really Jab se rudraksha Dharan keya h or majboot ho gy hu phle se sadguru ji,I really feel it jab se rudraksha dharan kiya hai aur majboot ho gayi hoon pehle se sadguru ji,I feel it really Jab se Rudraksha dharan kya hai or majboot ho gaya hu pehle se Sadguru ji.,I really feel it jab se rudraksha dharan kiya hai aur majboot ho gayi hu pehle se sadhguru ji.,"I feel it really, jab se rudraksha dharan kiya hai, or majboot ho gaya hu phle se, Sadguru ji."
Banglore ma traffic ka problem bahot badh chuka hai iske baare mein kya action loge?,"Bangalore mein traffic ka problem bahut badha chuka hai, iske baare mein kya action loge?",Banglore mein traffic ka problem bahot badh chuka hai iske baare mein kya action loge?,Bangalore mein traffic ka problem bahut badha chuka hai iske baare mein kya action loge?,"Bangalore mein traffic ka problem bahut badh chuka hai, iske baare mein kya action loge?"
Bharat bhai jo 100% vegetarian hai usko anda ya ande jaise dikhne wali sabzi pasand nahi ayegi.,"Bharat bhai, jo 100% vegetarian hai, usko anda ya ande jaise dikhne wali sabzi pasand nahi aayegi.","Bharat bhai, jo 100% vegetarian hai, usko anda ya ande jaise dikhne wali sabzi pasand nahi aayegi.","Bharat bhai jo 100% vegetarian hai, usko anda ya ande jaise dikhne wali sabzi pasand nahi ayegi.",Bharat bhai jo 100% vegetarian hai usko anda ya ande jaise dikhne wali sabzi pasand nahi aayegi.
Sir maine ap k video dekh dekh kar khana bannana bhut acche se sikh liya hai... Thank you so much sir ji,"Sir maine aapke video dekh kar khana banana bahut acche se sikh liya hai... Thank you so much, Sir ji","Sir maine aapke video dekh kar khana banana bahut acche se sikh liya hai, thank you so much, sir ji.","Sir, maine aap ke video dekh dekh kar khana banana bhut acche se sikh liya hai. Thank you so much sir ji.",Sir maine aapke video dekh kar khana banana bahut ache se sikh liya hai thank you so much sir ji.
Aisa ques toh hamare gao ke coching me 2012 se hi ho raha hai,Aisa question toh hamare gaon ke coaching me 2012 se hi ho raha hai,Aisa question toh hamare gaon ke coaching me 2012 se hi ho raha hai.,Aisa ques toh hamare gaon ke coaching me 2012 se hi ho raha hai.,Aisa question toh hamare gaon ke coaching me 2012 se hi ho raha hai.
Mai shahdol se hu lekin footwal wali bat pach nahi rahi hai,Main Shahdol se hoon lekin football wali baat pahunch nahi rahi hai,Main shahdol se hoon lekin football wali baat pahunch nahi rahi hai.,"Main Shahdol se hoon, lekin football wali baat samajh nahi rahi hai.",Mai shahdol se hoon lekin football wali baat pahunch nahi rahi hai.
sir bahut acha padate hote ho YouTube par itna deep koi ni padat,sir bahut accha padhate ho YouTube par itna deep koi nahi padta,"Sir, bahut accha padhate ho YouTube par itna deep koi nahi padta.","Sir, bahut acha padhate hote ho YouTube par, itna deep koi nahi padhta.",Sir bahut acha padhate ho youtube par itna deep koi nahi padhata.
Ye bat to h jesa jesa ap batao wesa wesa banaye to kya recepie banti h...lajawab....,Ye baat to hai jaise jaise aap batao waise waise banane to kya recipe banti hai...lajawab....,Yeh baat toh hai jaise jaise aap batao waise waise banane to kya recipe banti hai lajawab.,Ye bat to hai jesa jesa ap batao wesa wesa banaye to kya recipe banti hai. Lajawab.,Ye baat to hai jaise jaise aap batao waise waise banane to kya recipe banti hai lajawab.
Value bahut jyada hai ...tabhi to log badnam krtey hai...,Value bahut zyada hai... tabhi to log badnaam karte hain...,Value bahut zyada hai tabhi toh log badnaam karte hain.,Value bahut jyada hai. Tabhi to log badnaam karte hain.,Value bahut zyada hai tabhi to log badnaam karte hai.
Kya chota mota dish banate ho pork curry banao na request h.....,"Kya chota mota dish banate ho? Pork curry banao na, request hai.","Kya chota mota dish banate ho? Pork curry banao na, request hai.","Kya chota mota dish banate ho, pork curry banao na? Request hai.",Kya chota mota dish banate ho Pork curry banao na request hai.
Kya mast video banayi hai sir.... Bohot badhiya hai. Thank you for this valuable information.,Kya mast video banaya hai sir... Bahut badhiya hai. Thank you for this valuable information.,Kya mast video banaya hai sir bahot badhiya hai. Thank you for this valuable information.,Kya mast video banayi hai sir. Bohot badhiya hai. Thank you for this valuable information.,Kya mast video banaya hai sir bahut badhiya hai thank you for this valuable information.
Unpadh logo ke liye google map nahi bana he... Bohot knowledge rakhna padhta he...,Unpadh logon ke liye Google Map nahi bana hai... Bahut knowledge rakhna padta hai...,Unpadh logon ke liye Google map nahi bana hai bahot knowledge rakhna padta hai.,Unpadh logo ke liye google map nahi bana hai. Bohot knowledge rakhna padta hai.,Unpadh logon ke liye Google Map nahi bana hai bahut knowledge rakhna padta hai.
U shows something (like milk.... @tomatoes ) and made other things Ye kya tarika hai ji.,"You show something (like milk.... @tomatoes) and made other things. Ye kya tarika hai, ji.","You show something (like milk @tomatoes) and made other things. Yeh kya tarika hai, ji.",U shows something (like milk. @tomatoes) and made other things. Ye kya tarika hai ji.,You show something (like milk.... @tomatoes) and made other things ye kya tarika hai ji.
"Great learning, Pushkar Sir kya aap strategy pe video bana skte ho jo anant sir ne batya usme","Great learning, Pushkar Sir kya aap strategy pe video bana sakte ho jo Anant Sir ne bataya usme?","Great learning, Pushkar sir kya aap strategy pe video bana sakte ho jo Anant Sir ne bataya usme?","Great learning, Pushkar Sir. Kya aap strategy pe video bana sakte ho, jo Anant Sir ne bataya usme?",Great learning pushkar sir kya aap strategy pe video bana sakte ho jo anant sir ne bataya usme.
Main aaj zinda hu and mere family members sab thik hai isiliye khush hu,Main aaj zinda hoon and mere family members sab theek hain isliye khush hoon,Main aaj zinda hoon and mere family members sab theek hain isliye khush hoon.,"Main aaj zinda hoon aur mere family members sab thik hain, isliye main khush hoon.",Main aaj zinda hoon and mere family members sab thik hai isliye khush hoon.
tuje kitne youth follow krta hein bro ye sab mat promote kro yr ...... ye gambling ke alaba kuch nhi hein....,tujhe kitne youth follow karte hain bro ye sab mat promote karo yaar ... ye gambling ke alawa kuch nahi hai ...,Tujhe kitne youth follow karte hain brother yeh sab mat promote karo yaar yeh gambling ke alawa kuch nahi hai.,tujhe kitne youth follow karte hain bro ye sab mat promote karo yaar ... ye gambling ke alawa kuch nahi hai ...remove,Tujhe kitne youth follow karte hain bro ye sab mat promote karo yaar ye gambling ke alawa kuch nahi hai.
Had hai... Aap galat news kyo faila rahe hai... Adhi mang nahi mani ye kaun batayega,Kya hai... Aap galat news kyun faila rahe hain... Adhi maang nahi maani ye kaun batayega,"Kya hai, aap galat news kyun faila rahe hain aadhi maang nahi maani yeh kaun batayega.",Had hai. Aap galat news kyo faila rahe hai. Adhi mang nahi mani ye kaun batayega.,Kya hai aap galat news kyun faila rahe hai adhi maang nahi maani ye kaun batayega.
Sir main ne revenue officer se banba ya hai valid hoga ki,"Sir, maine revenue officer se banwaya hai, valid hoga kya?","Sir, maine revenue officer se banwaya hai, valid hoga kya?","Sir, maine revenue officer se banwaya hai, valid hoga ki.",Sir maine revenue officer se banwaya hai valid hoga kya?
Sir economy mera favorite sabject hai kya me optinal me le lu,"Sir, economy mera favorite subject hai, kya main optional mein le lu?","Sir, economy mera favorite subject hai, kya main optional mein le lun?","Sir, economy mera favorite subject hai, kya main optional me le lu.",Sir economy mera favorite subject hai kya main optional main le lu?
Sir ek problem hai ki mere upstok account se automatic ballance cut gya h to kya kare,Sir ek problem hai ki mere upstox account se automatic balance cut gaya hai to kya kare,"Sir, ek problem hai ki mere upstox account se automatic balance cut gaya hai toh kya karein.","Sir, ek problem hai ki mere Upstox account se automatic balance cut gaya hai, to kya karein.",Sir ek problem hai ki mere upstox account se automatic balance cut gaya hai to kya kare.
Sir account opening charge start ho gya hai vapas kyu,"Sir account opening charge start ho gaya hai, wapas kyun?","Sir account opening charge start ho gaya hai, wapas kyun?","Sir, account opening charge start ho gaya hai, vapas kyu?","Sir account opening charge start ho gaya hai,wapas kyun?"
Recipe to bahut achhi hai lekin ye batao bhaiya aapne wajan kaise kam kiya...,"Recipe to bahut achhi hai, lekin ye batao bhaiya, aapne wajan kaise kam kiya...","Recipe toh bahut achhi hai, lekin yeh batao bhaiya, aapne wajan kaise kam kiya.",Recipe to bahut achhi hai lekin ye batao bhaiya aapne wajan kaise kam kiya.,Recipe to bahut achi hai lekin ye batao bhaiya aapne wajan kaise kam kiya.
Sir kya hum Network marketing me 17 age se aasakte hai,"Sir, kya hum Network marketing me 17 ki age se aa sakte hain?","Sir, kya hum Network marketing me 17 ki age se aa sakte hain?","Sir, kya hum network marketing me 17 saal ki age se aasakte hain.",Sir kya hum Network marketing me 17 ki age se aa sakte hain?
Pata nhi kyu same copy karo aur banao tab bhi same nahi banta it&#39;s called experience jo video se nhi aaya,"Pata nahi kyun same copy karo aur banao, tab bhi same nahi banta. It's called experience jo video se nahi aaya","Pata nahi kyun same copy karo aur banao, tab bhi same nahi banta. It's called experience jo video se nahi aaya.","Pata nhi kyu same copy karo aur banao, tab bhi same nahi banta. It's called experience jo video se nahi aata.",Pata nahi kyun same copy karo aur banao tab bhi same nahi banta It's called experience jo video se nahi aaya.
Sir bissness mein kya future hai Corona virus ke bad Or kitna time lagega normal bissness normal hone me,Sir business mein kya future hai Corona virus ke baad aur kitna time lagega normal business normal hone mein,"Sir, business mein kya future hai Corona virus ke baad aur kitna time lagega normal business normal hone mein.","Sir, business mein kya future hai Corona virus ke baad? Aur kitna time lagega normal business normal hone mein?",Sir business me kya future hai corona virus ke baad aur kitna time lagega normal business normal hone me.
Government kuchh nahi karega na kiya hai lockdown lagaa Shakti hai,"Government kuchh nahi karega na, kiya hai lockdown lagaa Shakti hai","Government kuchh nahi karega na, kya hai lockdown lagaa sakti hai.","Government kuchh nahi karega, na kiya hai. Lockdown lagaa, Shakti hai.",Government kuch nahi karega na kiya hai lockdown laga shakti hai.
Wife be like :- Aji sunate hain....khana taiyar ho gya Kya....?,"Wife be like: Aji, sunte hain... khana taiyar ho gaya kya?","Wife be like: Aji, sunte hain khana taiyar ho gaya kya?",Wife be like: Aji sunate hain. Khana taiyar ho gaya kya?,Wife be like aji sunte hai khana taiyar ho gaya kya?
2:32 Bharat Bhai aap hamesa shaving Kyu karte ho hr video me kabhi Beard bhi rkha kro,2:32 Bharat Bhai aap hamesha shaving kyun karte ho har video me kabhi beard bhi rakh lo,2:32 Bharat Bhai aap hamesha shaving kyun karte ho har video mein kabhi beard bhi rakh lo.,"2:32 Bharat Bhai, aap hamesha shaving kyu karte ho? Har video me kabhi beard bhi rakha karo.",2:32 Bharat Bhai aap hamesha shaving kyun karte ho har video me kabhi beard bhi rakh lo.
Wow bharat ji aap to bahut kamal ki recipe batate ho thank you so much i like you all recipe.....yummy tasty.....,"Wow Bharat ji, aap to bahut kamal ki recipe batate ho. Thank you so much. I like all your recipes. Yummy, tasty.","Wow Bharat ji, aap toh bahot kamal ki recipe batate ho. Thank you so much. I like all your recipes. Yummy, tasty.","Wow Bharat ji, aap to bahut kamal ki recipe batate ho. Thank you so much, I like all your recipes. Yummy, tasty.",Wow Bharat ji aap to bahut kamal ki recipe batate ho thank you so much I like all your recipes yummy tasty.
Sir mujhe only biography padhni hai aap se posible hai,"Sir, mujhe only biography padhni hai aap se possible hai","Sir, mujhe only biography padhni hai aap se possible hai.","Sir, mujhe only biography padhni hai, aap se possible hai.",Sir mujhe only biography padhani hai aap se possible hai.
Hamare liye dono dushman hai mera khoon to dono ko sunkar khualata hai,"Hamare liye dono dushman hain, mera khoon to dono ko sunkar khulaata hai","Hamare liye dono dushman hain, mera khoon toh dono ko sunkar khulaata hai.","Hamare liye dono dushman hai, mera khoon to dono ko sunkar khaulta hai.",Hamare liye dono dushman hai mera khoon to dono ko sunkar khul ta hai.
Aapki jaduyi awaj sunke man prafullit ho uthata hai kori koti pranam aap bhi apne sehat ka khyal rakhen is desh ko apki jarurat hai,"Aapki jadui awaaz sunkar man prafullit ho uthta hai, koi koti pranam aap bhi apne sehat ka khyal rakhein, is desh ko aapki jarurat hai.",Aapki jaduyi awaj sunke man prafullit ho uthata hai kori koti pranam aap bhi apne sehat ka khyal rakhen es desh ko aapki jarurat hai.,"Aapki jadui awaaz sunkar man prafullit ho uthta hai, koi koti pranam aap bhi apne sehat ka khyal rakhein, is desh ko aapki jarurat hai.","Aapki jadui awaaz sunkar man prafullit ho uthata hai. Kori koti pranam. Aap bhi apni sehat ka khyal rakhen, is desh ko aapki jarurat hai."
Bina paisa diye kaise iphone se ka lock kaise tode aur other mobile ka bhi sir please aap ispar video banao,Bina paisa diye kaise iPhone ka lock kaise tode aur other mobile ka bhi sir please aap ispar video banao,Bina paisa diye kaise iphone se lock kaise tode aur other mobile ka bhi sir please aap ispar video banao.,Bina paisa diye kaise iPhone ka lock kaise tode aur other mobile ka bhi sir please aap ispar video banao.,"Bina paise diye, iPhone se ka lock kaise tode aur other mobile ka bhi, sir. Please, aap ispar video banao."
